product_url;product_title;product_price;product_rating;product_review;product_available
https://www.amazon.com/GIGABYTE-AORUS-17G-Anti-Glare-YD-73US345SH/dp/B0996812KP/ref=sr_1_8?crid=2MMC2WMSFMH8G&keywords=notebook+gamer&qid=1651255979&s=computers-intl-ship&sprefix=note%2Ccomputers-intl-ship%2C191&sr=1-8;GIGABYTE AORUS 17G YD- 17.3” FHD IPS Anti-Glare 300Hz, Intel Core i7, NVIDIA GeForce RTX 3080 Laptop GPU 8GB GDDR6, 32GB RAM, 512GB SSD, Win10 Home, Gaming Laptop (AORUS 17G YD-73US345SH);$2,049.00;;124 ratings;In Stock.
https://www.amazon.com/Lenovo-Display-Processor-Storage-82JW00BDUS/dp/B09BDGD2TZ/ref=sr_1_9?crid=2MMC2WMSFMH8G&keywords=notebook+gamer&qid=1651255979&s=computers-intl-ship&sprefix=note%2Ccomputers-intl-ship%2C191&sr=1-9;"Lenovo Legion 5 Gaming Laptop, 15.6"" FHD Display, AMD Ryzen 7 5800H, 16GB RAM, 512GB Storage, NVIDIA GeForce RTX 3050Ti, Windows 11 Home, Phantom Blue";$1,009.99;4.5 out of 5 stars;363 ratings;In Stock.
https://www.amazon.com/MSI-Stealth-15M-Gaming-Laptop/dp/B091GGZT1S/ref=sr_1_10?crid=2MMC2WMSFMH8G&keywords=notebook+gamer&qid=1651255979&s=computers-intl-ship&sprefix=note%2Ccomputers-intl-ship%2C191&sr=1-10;"MSI Stealth 15M Gaming Laptop: 15.6"" 144Hz FHD 1080p Display, Intel Core i7-11375H, NVIDIA GeForce RTX 3060, 16GB, 512GB SSD, Thunderbolt 4, WiFi 6, Win10, Carbon Gray (A11UEK-009)";$1,092.97;4.3 out of 5 stars;479 ratings;Only 1 left in stock - order soon.
https://www.amazon.com/MSI-Stealth-15M-i7-11375H-RTX3060/dp/B092RX466T/ref=sr_1_10?crid=2MMC2WMSFMH8G&keywords=notebook+gamer&qid=1651255979&s=computers-intl-ship&sprefix=note%2Ccomputers-intl-ship%2C191&sr=1-10;"MSI Stealth 15M 15.6"" FHD 144Hz Thin Bezel Gaming Laptop Intel Core i7-11375H RTX3060 32GB 1TB NVMe SSD Win10";;4.3 out of 5 stars;479 ratings;
https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_computers-intl-ship_sr_pg1_1?ie=UTF8&adId=A01743641N31C3JV54TL5&qualifier=1651255979&id=8587936546074699&widgetName=sp_mtf&url=%2FLenovo-Chromebook-Business-A6-9220C-Bluetooth%2Fdp%2FB09KBNWD9Y%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2MMC2WMSFMH8G%26keywords%3Dnotebook%2Bgamer%26qid%3D1651255979%26s%3Dcomputers-intl-ship%26sprefix%3Dnote%252Ccomputers-intl-ship%252C191%26sr%3D1-11-spons%26psc%3D1;"Lenovo Chromebook 3 11.6"" HD (1366 x 768) Chromebook Business Laptop PC, AMD A6-9220C up to 1.8 GHz, 4GB DDR4, 32GB eMMC, Webcam, Bluetooth, Chrome OS, EAT 64GB SD Card, Onyx Black";$155.00;;2 ratings;Only 17 left in stock - order soon.
https://www.amazon.com/ASUS-Premium-Quad-Core-i5-10300H-Keyboard/dp/B08S9MKMX8/ref=sr_1_12?crid=2MMC2WMSFMH8G&keywords=notebook+gamer&qid=1651255979&s=computers-intl-ship&sprefix=note%2Ccomputers-intl-ship%2C191&sr=1-12;"2021 ASUS TUF FX706 VR Ready Gaming Laptop, 17.3"" 144Hz FHD, Intel 11th Gen i5-11260H 6-Core Processor, NVIDIA GeForce RTX 3050, 16GB DDR4 RAM, 1TB PCIe SSD, RGB Backlit KB, Win10+Oydisen Cloth";$1,049.99;4.3 out of 5 stars;64 ratings;In Stock.
https://www.amazon.com/MSI-GF65-144hz-Gaming-Laptop/dp/B09FZPZJPD/ref=sr_1_13?crid=2MMC2WMSFMH8G&keywords=notebook+gamer&qid=1651255979&s=computers-intl-ship&sprefix=note%2Ccomputers-intl-ship%2C191&sr=1-13;"MSI GF65 15.6"" 144hz Gaming Laptop - Intel Core i5-10500H NVIDIA GeForce RTX3060 Laptop GPU, Backlit Keyboard, Wi-Fi 6 Windows10. (8GB RAM|512GB PCIe SSD)";$989.66;;6 ratings;Only 13 left in stock - order soon.
https://www.amazon.com/MSI-9SCX-005-Gaming-i5-9300H-GTX1650/dp/B0843JCV17/ref=sr_1_14?crid=2MMC2WMSFMH8G&keywords=notebook+gamer&qid=1651255979&s=computers-intl-ship&sprefix=note%2Ccomputers-intl-ship%2C191&sr=1-14;"MSI GF63 THIN 9SCX-005 15. 6"" FHD Gaming Laptop Intel Core i5-9300H GTX1650 8GB 256GB NVMe SSD Win10";$709.88;4.6 out of 5 stars;355 ratings;Only 2 left in stock - order soon.
https://www.amazon.com/Lenovo-IdeaPad-Display-Processor-82K20015US/dp/B08YKHGKTV/ref=sr_1_15?crid=2MMC2WMSFMH8G&keywords=notebook+gamer&qid=1651255979&s=computers-intl-ship&sprefix=note%2Ccomputers-intl-ship%2C191&sr=1-15;"Lenovo IdeaPad Gaming 3 15 Laptop, 15.6"" FHD Display, AMD Ryzen 5 5600H, NVIDIA GeForce GTX 1650, 8GB RAM, 256GB Storage, Windows 10H";$718.00;4.6 out of 5 stars;867 ratings;Only 4 left in stock - order soon.
https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_computers-intl-ship_sr_pg1_1?ie=UTF8&adId=A0610846163AG4U8B6H05&qualifier=1651255979&id=8587936546074699&widgetName=sp_mtf&url=%2FLenovo-LED-Backlit-Antiglare-i7-10750H-GeForce%2Fdp%2FB08FC15WPH%2Fref%3Dsr_1_16_sspa%3Fcrid%3D2MMC2WMSFMH8G%26keywords%3Dnotebook%2Bgamer%26qid%3D1651255979%26s%3Dcomputers-intl-ship%26sprefix%3Dnote%252Ccomputers-intl-ship%252C191%26sr%3D1-16-spons%26psc%3D1;"Lenovo Legion 5 15.6"" LED-Backlit Antiglare FHD Gaming Laptop 10th Gen Intel Core i7-10750H 16GB RAM 1TB HDD + 512GB NVMe SSD 6GB NVIDIA GeForce GTX 1660Ti Windows 10 Home - Moss Green";$1,189.98;4.5 out of 5 stars;8 ratings;In Stock.
https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers-intl-ship_sr_pg1_1?ie=UTF8&adId=A0466388X7LDUSX8JVQ8&qualifier=1651255979&id=8587936546074699&widgetName=sp_btf&url=%2FDell-Latitude-7410-Rugged-Chromebook%2Fdp%2FB09GXJ8XTB%2Fref%3Dsr_1_17_sspa%3Fcrid%3D2MMC2WMSFMH8G%26keywords%3Dnotebook%2Bgamer%26qid%3D1651255979%26s%3Dcomputers-intl-ship%26sprefix%3Dnote%252Ccomputers-intl-ship%252C191%26sr%3D1-17-spons%26psc%3D1;"Dell Latitude 7000 7410 14"" Rugged Chromebook - Full HD - 1920 x 1080 - Intel Core i5 10th Gen i5-10310U Quad-core (4 Core) 1.70 GHz - 8 GB RAM - 128 GB SSD - Carbon Fiber";$1,292.20;;;Only 1 left in stock (more on the way).
https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers-intl-ship_sr_pg1_1?ie=UTF8&adId=A05945693DABVFU5H7QUN&qualifier=1651255979&id=8587936546074699&widgetName=sp_btf&url=%2FNewest-Acer-311-Chromebook-MarxsolCables%2Fdp%2FB09RDQGTT8%2Fref%3Dsr_1_18_sspa%3Fcrid%3D2MMC2WMSFMH8G%26keywords%3Dnotebook%2Bgamer%26qid%3D1651255979%26s%3Dcomputers-intl-ship%26sprefix%3Dnote%252Ccomputers-intl-ship%252C191%26sr%3D1-18-spons%26psc%3D1%26smid%3DAKJ7ND6X6KF2J;"2022 Newest Acer 311 Chromebook Laptop Student Business, MediaTek MT8183C 8-Core Processor,11.6"" HD Display, 4GB RAM, 32GB eMMC, Wi-Fi 5, Bluetooth 5, Upto 15 Hours Battery, Chrome OS +MarxsolCables";$188.85;4.4 out of 5 stars;24 ratings;In Stock.
https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_computers-intl-ship_sr_pg1_1?ie=UTF8&adId=A08937853CD2S2LS9WML9&qualifier=1651255979&id=8587936546074699&widgetName=sp_atf&url=%2FMSI-GV15-144Hz-Gaming-Laptop%2Fdp%2FB09S4NBX1Z%2Fref%3Dsr_1_1_sspa%3Fcrid%3D2MMC2WMSFMH8G%26keywords%3Dnotebook%2Bgamer%26qid%3D1651255979%26s%3Dcomputers-intl-ship%26sprefix%3Dnote%252Ccomputers-intl-ship%252C191%26sr%3D1-1-spons%26psc%3D1;"MSI GV15 15.6"" 144Hz Gaming Laptop: Intel Core i5-11400H GTX 1650 8GB 256GB NVMe SSD, Wi-Fi 6, USB Type-C, Nahimic 3 Audio Immersion, Win 11: Black 11SC-633";$749.99;;;In Stock.
https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_computers-intl-ship_sr_pg1_1?ie=UTF8&adId=A04662321AUY3RK5UNY8Z&qualifier=1651255979&id=8587936546074699&widgetName=sp_atf&url=%2FLenovo-ThinkPad-Chromebook-Graphics-20UX001RUS%2Fdp%2FB09FYLQ24P%2Fref%3Dsr_1_2_sspa%3Fcrid%3D2MMC2WMSFMH8G%26keywords%3Dnotebook%2Bgamer%26qid%3D1651255979%26s%3Dcomputers-intl-ship%26sprefix%3Dnote%252Ccomputers-intl-ship%252C191%26sr%3D1-2-spons%26psc%3D1;"Lenovo ThinkPad C13 Yoga Chromebook, AMD Ryzen 5 3500C, 8GB DDR4 RAM, 256GB SSD Storage, AMD Radeon Graphics, 13.3"" FHD (1920 x 1080) Touch Display, Chrome OS, 20UX001RUS, Abyss Blue";$839.00;;;Only 18 left in stock (more on the way).
https://www.amazon.com/MSI-GL66-Gaming-Laptop-i7-11800H/dp/B09127DDVT/ref=sr_1_3?crid=2MMC2WMSFMH8G&keywords=notebook+gamer&qid=1651255979&s=computers-intl-ship&sprefix=note%2Ccomputers-intl-ship%2C191&sr=1-3;"MSI Pulse GL66 Gaming Laptop: 15.6"" 144Hz FHD 1080p Display, Intel Core i7-11800H, NVIDIA GeForce RTX 3070, 16GB, 512GB SSD, Win10, Black (11UGK-001)";$1,229.99;4.6 out of 5 stars;461 ratings;In Stock.
https://www.amazon.com/Acer-Predator-PH315-54-760S-i7-11800H-Keyboard/dp/B092YHJLS6/ref=sr_1_4?crid=2MMC2WMSFMH8G&keywords=notebook+gamer&qid=1651255979&s=computers-intl-ship&sprefix=note%2Ccomputers-intl-ship%2C191&sr=1-4;"Acer Predator Helios 300 PH315-54-760S Gaming Laptop | Intel i7-11800H | NVIDIA GeForce RTX 3060 Laptop GPU | 15.6"" Full HD 144Hz 3ms IPS Display | 16GB DDR4 | 512GB SSD | Killer WiFi 6 | RGB Keyboard";$1,183.83;4.6 out of 5 stars;1,005 ratings;In Stock.
https://www.amazon.com/ASUS-GeForce-i7-11370H-Windows-TUF516PE-AB73/dp/B08XPC3WFQ/ref=sr_1_5?crid=2MMC2WMSFMH8G&keywords=notebook+gamer&qid=1651255979&s=computers-intl-ship&sprefix=note%2Ccomputers-intl-ship%2C191&sr=1-5;ASUS TUF Dash 15 (2021) Ultra Slim Gaming Laptop, 15.6” 144Hz FHD, GeForce RTX 3050 Ti, Intel Core i7-11370H, 8GB DDR4, 512GB PCIe NVMe SSD, Wi-Fi 6, Windows 10, Eclipse Grey Color, TUF516PE-AB73;$829.99;4.4 out of 5 stars;851 ratings;In Stock.
https://www.amazon.com/Acer-Chromebook-Celeron-Display-CB314-1H-C884/dp/B0858N8CGX/ref=sr_1_6?crid=2MMC2WMSFMH8G&keywords=notebook+gamer&qid=1651255979&s=computers-intl-ship&sprefix=note%2Ccomputers-intl-ship%2C191&sr=1-6;"Acer Chromebook 314, Intel Celeron N4000, 14"" Full HD Display, 4GB LPDDR4, 64GB eMMC, Gigabit WiFi, Google Chrome, CB314-1H-C884";$253.06;4.5 out of 5 stars;1,107 ratings;In Stock.
https://www.amazon.com/Acer-AN515-55-53E5-i5-10300H-GeForce-Keyboard/dp/B092YHJGMN/ref=sr_1_7?crid=2MMC2WMSFMH8G&keywords=notebook+gamer&qid=1651255979&s=computers-intl-ship&sprefix=note%2Ccomputers-intl-ship%2C191&sr=1-7;"Acer Nitro 5 AN515-55-53E5 Gaming Laptop | Intel Core i5-10300H | NVIDIA GeForce RTX 3050 Laptop GPU | 15.6"" FHD 144Hz IPS Display | 8GB DDR4 | 256GB NVMe SSD | Intel Wi-Fi 6 | Backlit Keyboard";$761.42;4.6 out of 5 stars;7,532 ratings;In Stock.
https://www.amazon.com/GIGABYTE-AORUS-17G-Anti-Glare-YD-73US345SH/dp/B0996812KP/ref=sr_1_8?crid=2MMC2WMSFMH8G&keywords=notebook+gamer&qid=1651255979&s=computers-intl-ship&sprefix=note%2Ccomputers-intl-ship%2C191&sr=1-8;GIGABYTE AORUS 17G YD- 17.3” FHD IPS Anti-Glare 300Hz, Intel Core i7, NVIDIA GeForce RTX 3080 Laptop GPU 8GB GDDR6, 32GB RAM, 512GB SSD, Win10 Home, Gaming Laptop (AORUS 17G YD-73US345SH);$2,049.00;;124 ratings;In Stock.
https://www.amazon.com/Lenovo-Display-Processor-Storage-82JW00BDUS/dp/B09BDGD2TZ/ref=sr_1_9?crid=2MMC2WMSFMH8G&keywords=notebook+gamer&qid=1651255979&s=computers-intl-ship&sprefix=note%2Ccomputers-intl-ship%2C191&sr=1-9;"Lenovo Legion 5 Gaming Laptop, 15.6"" FHD Display, AMD Ryzen 7 5800H, 16GB RAM, 512GB Storage, NVIDIA GeForce RTX 3050Ti, Windows 11 Home, Phantom Blue";$1,009.99;4.5 out of 5 stars;363 ratings;In Stock.
https://www.amazon.com/MSI-Stealth-15M-Gaming-Laptop/dp/B091GGZT1S/ref=sr_1_10?crid=2MMC2WMSFMH8G&keywords=notebook+gamer&qid=1651255979&s=computers-intl-ship&sprefix=note%2Ccomputers-intl-ship%2C191&sr=1-10;"MSI Stealth 15M Gaming Laptop: 15.6"" 144Hz FHD 1080p Display, Intel Core i7-11375H, NVIDIA GeForce RTX 3060, 16GB, 512GB SSD, Thunderbolt 4, WiFi 6, Win10, Carbon Gray (A11UEK-009)";$1,092.97;4.3 out of 5 stars;479 ratings;Only 1 left in stock - order soon.
https://www.amazon.com/MSI-Stealth-15M-i7-11375H-RTX3060/dp/B092RX466T/ref=sr_1_10?crid=2MMC2WMSFMH8G&keywords=notebook+gamer&qid=1651255979&s=computers-intl-ship&sprefix=note%2Ccomputers-intl-ship%2C191&sr=1-10;"MSI Stealth 15M 15.6"" FHD 144Hz Thin Bezel Gaming Laptop Intel Core i7-11375H RTX3060 32GB 1TB NVMe SSD Win10";;4.3 out of 5 stars;479 ratings;Currently unavailable.
https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_computers-intl-ship_sr_pg1_1?ie=UTF8&adId=A01743641N31C3JV54TL5&qualifier=1651255979&id=8587936546074699&widgetName=sp_mtf&url=%2FLenovo-Chromebook-Business-A6-9220C-Bluetooth%2Fdp%2FB09KBNWD9Y%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2MMC2WMSFMH8G%26keywords%3Dnotebook%2Bgamer%26qid%3D1651255979%26s%3Dcomputers-intl-ship%26sprefix%3Dnote%252Ccomputers-intl-ship%252C191%26sr%3D1-11-spons%26psc%3D1;"Lenovo Chromebook 3 11.6"" HD (1366 x 768) Chromebook Business Laptop PC, AMD A6-9220C up to 1.8 GHz, 4GB DDR4, 32GB eMMC, Webcam, Bluetooth, Chrome OS, EAT 64GB SD Card, Onyx Black";$155.00;;2 ratings;Only 17 left in stock - order soon.
https://www.amazon.com/ASUS-Premium-Quad-Core-i5-10300H-Keyboard/dp/B08S9MKMX8/ref=sr_1_12?crid=2MMC2WMSFMH8G&keywords=notebook+gamer&qid=1651255979&s=computers-intl-ship&sprefix=note%2Ccomputers-intl-ship%2C191&sr=1-12;"2021 ASUS TUF FX706 VR Ready Gaming Laptop, 17.3"" 144Hz FHD, Intel 11th Gen i5-11260H 6-Core Processor, NVIDIA GeForce RTX 3050, 16GB DDR4 RAM, 1TB PCIe SSD, RGB Backlit KB, Win10+Oydisen Cloth";$1,049.99;4.3 out of 5 stars;64 ratings;In Stock.
https://www.amazon.com/MSI-GF65-144hz-Gaming-Laptop/dp/B09FZPZJPD/ref=sr_1_13?crid=2MMC2WMSFMH8G&keywords=notebook+gamer&qid=1651255979&s=computers-intl-ship&sprefix=note%2Ccomputers-intl-ship%2C191&sr=1-13;"MSI GF65 15.6"" 144hz Gaming Laptop - Intel Core i5-10500H NVIDIA GeForce RTX3060 Laptop GPU, Backlit Keyboard, Wi-Fi 6 Windows10. (8GB RAM|512GB PCIe SSD)";$989.66;;6 ratings;Only 13 left in stock - order soon.
https://www.amazon.com/MSI-9SCX-005-Gaming-i5-9300H-GTX1650/dp/B0843JCV17/ref=sr_1_14?crid=2MMC2WMSFMH8G&keywords=notebook+gamer&qid=1651255979&s=computers-intl-ship&sprefix=note%2Ccomputers-intl-ship%2C191&sr=1-14;"MSI GF63 THIN 9SCX-005 15. 6"" FHD Gaming Laptop Intel Core i5-9300H GTX1650 8GB 256GB NVMe SSD Win10";$709.88;4.6 out of 5 stars;355 ratings;Only 2 left in stock - order soon.
https://www.amazon.com/Lenovo-IdeaPad-Display-Processor-82K20015US/dp/B08YKHGKTV/ref=sr_1_15?crid=2MMC2WMSFMH8G&keywords=notebook+gamer&qid=1651255979&s=computers-intl-ship&sprefix=note%2Ccomputers-intl-ship%2C191&sr=1-15;"Lenovo IdeaPad Gaming 3 15 Laptop, 15.6"" FHD Display, AMD Ryzen 5 5600H, NVIDIA GeForce GTX 1650, 8GB RAM, 256GB Storage, Windows 10H";$718.00;4.6 out of 5 stars;867 ratings;Only 4 left in stock - order soon.
https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_computers-intl-ship_sr_pg1_1?ie=UTF8&adId=A0610846163AG4U8B6H05&qualifier=1651255979&id=8587936546074699&widgetName=sp_mtf&url=%2FLenovo-LED-Backlit-Antiglare-i7-10750H-GeForce%2Fdp%2FB08FC15WPH%2Fref%3Dsr_1_16_sspa%3Fcrid%3D2MMC2WMSFMH8G%26keywords%3Dnotebook%2Bgamer%26qid%3D1651255979%26s%3Dcomputers-intl-ship%26sprefix%3Dnote%252Ccomputers-intl-ship%252C191%26sr%3D1-16-spons%26psc%3D1;"Lenovo Legion 5 15.6"" LED-Backlit Antiglare FHD Gaming Laptop 10th Gen Intel Core i7-10750H 16GB RAM 1TB HDD + 512GB NVMe SSD 6GB NVIDIA GeForce GTX 1660Ti Windows 10 Home - Moss Green";$1,189.98;4.5 out of 5 stars;8 ratings;In Stock.
https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers-intl-ship_sr_pg1_1?ie=UTF8&adId=A0466388X7LDUSX8JVQ8&qualifier=1651255979&id=8587936546074699&widgetName=sp_btf&url=%2FDell-Latitude-7410-Rugged-Chromebook%2Fdp%2FB09GXJ8XTB%2Fref%3Dsr_1_17_sspa%3Fcrid%3D2MMC2WMSFMH8G%26keywords%3Dnotebook%2Bgamer%26qid%3D1651255979%26s%3Dcomputers-intl-ship%26sprefix%3Dnote%252Ccomputers-intl-ship%252C191%26sr%3D1-17-spons%26psc%3D1;"Dell Latitude 7000 7410 14"" Rugged Chromebook - Full HD - 1920 x 1080 - Intel Core i5 10th Gen i5-10310U Quad-core (4 Core) 1.70 GHz - 8 GB RAM - 128 GB SSD - Carbon Fiber";$1,292.20;;;Only 1 left in stock (more on the way).
